% Filename : LM_Channel_5200_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680  
%  B-Spline order           n = 7 
%
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
%
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
%
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P                     u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k                     Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%-----------------------------------------------------------------------------------------------------------------------------------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
    5.961297244894415e-02    3.091467437713358e+02    1.922470486265418e+01    8.363551685452950e-03   -2.255971382058600e-03   -1.260144903804252e+00    5.262852146246383e+00    1.259043554225481e+00    2.166809866424955e+00   -9.309846862478141e-01    1.979525931022354e-03    1.287810656980032e-05    4.344352783448409e+00    7.793449036301124e-03   -4.337143256107835e-04    1.765453870392821e-06    0.000000000000000e+00   -1.278421511139722e-04    7.218431936130009e-03    1.522607731674949e-05
    6.029912099435364e-02    3.127050395556712e+02    1.925430039943764e+01    8.271450185322009e-03   -2.230852945794197e-03   -1.259650582524803e+00    5.255230885124645e+00    1.258552900469868e+00    2.162232693670950e+00   -9.303898813117453e-01    1.945639735371621e-03    1.074068206393941e-05    4.338008239632732e+00    7.704070338460581e-03   -4.303409811305554e-04    2.116357419553737e-06    0.000000000000000e+00   -1.265703822909246e-04    7.133612188638817e-03    1.566314381983794e-05
    6.098900219374392e-02    3.162826924996379e+02    1.928373012454981e+01    8.180858256833755e-03   -2.206161029309886e-03   -1.259151121920051e+00    5.247558522687744e+00    1.258057754916091e+00    2.157677246439298e+00   -9.297899138746208e-01    1.908912968701265e-03    8.673053973964099e-06    4.331646762021567e+00    7.616018730891845e-03   -4.272116909547770e-04    2.038968704045704e-06    0.000000000000000e+00   -1.253010057840502e-04    7.050247990776711e-03    1.529701208035326e-05
    6.168261330678781e-02    3.198796883921809e+02    1.931299582790006e+01    8.091770463279522e-03   -2.181761573002501e-03   -1.258646502430983e+00    5.239835181515804e+00    1.257558209520265e+00    2.153142383126102e+00   -9.291845111285896e-01    1.868489139302384e-03    6.639375442234482e-06    4.325267887081085e+00    7.529048328939987e-03   -4.237222184018444e-04    1.965018262981144e-06    0.000000000000000e+00   -1.237636476217659e-04    6.968452031319284e-03    1.507544986007262e-05
    6.237995157834242e-02    3.234960129454125e+02    1.934209924892809e+01    8.004122176973055e-03   -2.157432075472443e-03   -1.258137289755695e+00    5.232061464643745e+00    1.257054343382381e+00    2.148627244860645e+00   -9.285736255834116e-01    1.823864020389170e-03    4.629461947139702e-06    4.318871526443385e+00    7.443016879824925e-03   -4.200810428873868e-04    2.090841802993843e-06    0.000000000000000e+00   -1.219164617313088e-04    6.888109356893270e-03    1.500086011595181e-05
    6.308101423845980e-02    3.271316517946677e+02    1.937104197952550e+01    7.917855864722842e-03   -2.133008373350519e-03   -1.257624295263025e+00    5.224238885870220e+00    1.256546177864014e+00    2.144131081532265e+00   -9.279574120716031e-01    1.774929518757756e-03    2.572421270844289e-06    4.312458072633249e+00    7.357905662381713e-03   -4.169179622663810e-04    2.386052232711061e-06    0.000000000000000e+00   -1.201685382716819e-04    6.809148544780504e-03    1.405666929585672e-05
    6.378579850239807e-02    3.307865904985614e+02    1.939982550906558e+01    7.832922750224312e-03   -2.108302804307676e-03   -1.257108213757882e+00    5.216369177651681e+00    1.256033677213059e+00    2.139653289591020e+00   -9.273359907582859e-01    1.721976638944309e-03    4.391541019441603e-07    4.306028072227880e+00    7.273704038785063e-03   -4.129137919358816e-04    2.341855663023620e-06    0.000000000000000e+00   -1.187622834864570e-04    6.731481264070853e-03    1.288855495489450e-05
    6.449430157063274e-02    3.344608145390475e+02    1.942845125042006e+01    7.749291165540014e-03   -2.083080597681775e-03   -1.256589559746019e+00    5.208452861952486e+00    1.255516807343660e+00    2.135193705080115e+00   -9.267094576808987e-01    1.665772309099368e-03   -1.731307680492154e-06    4.299581687188130e+00    7.190630416665981e-03   -4.079648487100025e-04    1.840337952472091e-06    0.000000000000000e+00   -1.174560697097988e-04    6.655037307269207e-03    1.201252892944413e-05
    6.520652062886723e-02    3.381543093214735e+02    1.945692061986781e+01    7.666943705157219e-03   -2.057161519737268e-03   -1.256068681799553e+00    5.200489452942342e+00    1.254995606939940e+00    2.130751182845758e+00   -9.260778755149027e-01    1.607575783955836e-03   -3.866246013216255e-06    4.293118121364020e+00    7.108940719983788e-03   -4.033570383284784e-04    1.343078409501096e-06    0.000000000000000e+00   -1.160721371002742e-04    6.579916157364518e-03    1.093846560002148e-05
    6.592245284804465e-02    3.418670601746413e+02    1.948523499900719e+01    7.585835462392873e-03   -2.030525674961320e-03   -1.255545425425538e+00    5.192479573678047e+00    1.254470076679267e+00    2.126324387880009e+00   -9.254413882049175e-01    1.548927131374596e-03   -5.951614499214003e-06    4.286637019118662e+00    7.028807743619564e-03   -3.983393391668832e-04    8.304779932250321e-07    0.000000000000000e+00   -1.147229589359440e-04    6.506123988933752e-03    1.045193457620795e-05
    6.664209538435872e-02    3.455990523508640e+02    1.951339567184376e+01    7.505929277077558e-03   -2.003304292274171e-03   -1.255018846428546e+00    5.184424462522737e+00    1.253940087219634e+00    2.121912717756883e+00   -9.248001161779628e-01    1.491251798733687e-03   -8.049970054697741e-06    4.280138633749627e+00    6.950219384489308e-03   -3.917979710408261e-04    2.324832836895653e-07    0.000000000000000e+00   -1.135280707553499e-04    6.433579630688869e-03    1.154619528795277e-05
    6.736544537926525e-02    3.493502710260255e+02    1.954140394481151e+01    7.427234571488611e-03   -1.975648537497979e-03   -1.254487920738580e+00    5.176324841498410e+00    1.253405470840273e+00    2.117515750896093e+00   -9.241540348947976e-01    1.436076393813854e-03   -1.024931238959880e-05    4.273623031617388e+00    6.872986864476112e-03   -3.848687493995420e-04   -1.629012073054803e-09    0.000000000000000e+00   -1.122631459571966e-04    6.362292580485660e-03    1.356075962163830e-05
    6.809249995949318e-02    3.531207012996375e+02    1.956926125981306e+01    7.349764227739241e-03   -1.947666197618517e-03   -1.253952340163609e+00    5.168181362122855e+00    1.252866102380911e+00    2.113133290290799e+00   -9.235031455515971e-01    1.384868685002524e-03   -1.266368593852234e-05    4.267090377397283e+00    6.796866796636319e-03   -3.804657816428545e-04    2.071112923649877e-07    0.000000000000000e+00   -1.105272449301984e-04    6.292258290337813e-03    1.382259101781469e-05
    6.882325623705643e-02    3.569103281949014e+02    1.959696910823344e+01    7.273490810482196e-03   -1.919433277924948e-03   -1.253412492327904e+00    5.159995236120391e+00    1.252321900230712e+00    2.108765456027398e+00   -9.228475485096641e-01    1.338181327172191e-03   -1.546947193342751e-05    4.260541296189251e+00    6.721786670582775e-03   -3.792363268144787e-04    3.742954565235614e-07    0.000000000000000e+00   -1.081898672831158e-04    6.223319332578122e-03    1.141543936358097e-05
    6.955771130926480e-02    3.607191366587642e+02    1.962452888487677e+01    7.198356955601629e-03   -1.890939108412317e-03   -1.252868917751273e+00    5.151768035415232e+00    1.251772814614277e+00    2.104412874037281e+00   -9.221872402190363e-01    1.295788859629836e-03   -1.864751913779805e-05    4.253976862033396e+00    6.647920049423322e-03   -3.795406556486593e-04    6.078012448737217e-07    0.000000000000000e+00   -1.054296798656928e-04    6.155564065727323e-03    7.993449426523316e-06
    7.029586225873630e-02    3.645471115619830e+02    1.965194181806392e+01    7.124300161417422e-03   -1.862095060031426e-03   -1.252321289637487e+00    5.143500364321699e+00    1.251218845950536e+00    2.100076147385229e+00   -9.215221197061516e-01    1.257130854723780e-03   -2.199150090375294e-05    4.247397678828731e+00    6.575328031001729e-03   -3.792610920237435e-04    7.551599061187771e-07    0.000000000000000e+00   -1.026010710096622e-04    6.088984402097842e-03    5.236625776597684e-06
    7.103770615340788e-02    3.683942376991805e+02    1.967920898150072e+01    7.051269324118007e-03   -1.832832652192898e-03   -1.251768457579513e+00    5.135191953269971e+00    1.250660009600503e+00    2.095755849599135e+00   -9.208521268630500e-01    1.221104861130861e-03   -2.532123230219393e-05    4.240803906234805e+00    6.503798689948131e-03   -3.759727138693008e-04    6.139146398404139e-07    0.000000000000000e+00   -1.001997614552581e-04    6.023486809820881e-03    4.753319442530289e-06
    7.178324004654768e-02    3.722604997889082e+02    1.970633134184674e+01    6.979229116579507e-03   -1.803029136078004e-03   -1.251209849328488e+00    5.126843002772937e+00    1.250096298812330e+00    2.091453157664096e+00   -9.201772995290638e-01    1.186303379169937e-03   -2.849839327874745e-05    4.234196229624682e+00    6.433193153696091e-03   -3.695559793568098e-04    4.044052783531433e-07    0.000000000000000e+00   -9.865596575013115e-05    5.958992634068593e-03    6.392979798910438e-06
    7.253246097676658e-02    3.761458824737068e+02    1.973330986256383e+01    6.908186788558941e-03   -1.772483457628539e-03   -1.250645878675509e+00    5.118454126120199e+00    1.249527692610454e+00    2.087168769313220e+00   -9.194976865915306e-01    1.151609503480040e-03   -3.148866293209681e-05    4.227575294021936e+00    6.363557068966892e-03   -3.624270926946791e-04    7.016284375452673e-07    0.000000000000000e+00   -9.780099931540444e-05    5.895551602001501e-03    8.479003392853311e-06
    7.328536596802959e-02    3.800503703201650e+02    1.976014565534499e+01    6.838168027519111e-03   -1.741012087160633e-03   -1.250077118384943e+00    5.110025581212160e+00    1.248954226152038e+00    2.082902347275258e+00   -9.188132351604742e-01    1.116204753830356e-03   -3.436580168976388e-05    4.220941077319728e+00    6.294928656201773e-03   -3.568844387336319e-04    1.134623596804765e-06    0.000000000000000e+00   -9.704827669600607e-05    5.833087639569092e-03    9.042924799847717e-06
    7.404195202966835e-02    3.839739478189840e+02    1.978683992786203e+01    6.769164133214824e-03   -1.708495255635972e-03   -1.249503801587962e+00    5.101557409215862e+00    1.248376025909043e+00    2.078652768533965e+00   -9.181240561013179e-01    1.079546738354487e-03   -3.722510642690834e-05    4.214293101829435e+00    6.227196074547117e-03   -3.528550223755332e-04    1.536270108027609e-06    0.000000000000000e+00   -9.607089605572378e-05    5.771598915853552e-03    8.207510370335062e-06
    7.480221615639249e-02    3.879165993850374e+02    1.981339390145884e+01    6.701169310548173e-03   -1.674893058348498e-03   -1.248926127798556e+00    5.093049620634720e+00    1.247793273972818e+00    2.074419223988214e+00   -9.174303139978756e-01    1.041536733313957e-03   -4.008391104675229e-05    4.207631059297876e+00    6.160041296945618e-03   -3.482767958491246e-04    1.574671017833030e-06    0.000000000000000e+00   -9.497635604754090e-05    5.710991564749666e-03    7.371251317120700e-06
    7.556615532830180e-02    3.918783093574332e+02    1.983980888729012e+01    6.634199862168263e-03   -1.640257382374541e-03   -1.248344213675288e+00    5.084502264059652e+00    1.247206149967516e+00    2.070201451387882e+00   -9.167319931378193e-01    1.002216214530691e-03   -4.283175356482599e-05    4.200954932707525e+00    6.093346486929080e-03   -3.422752636383302e-04    1.371803576337155e-06    0.000000000000000e+00   -9.421254944310214e-05    5.651284962621700e-03    6.945514802284523e-06
    7.633376651089807e-02    3.958590619995757e+02    1.986608629985196e+01    6.568255219645762e-03   -1.604672699483673e-03   -1.247757450776431e+00    5.075915917374313e+00    1.246614805195423e+00    2.065999327094620e+00   -9.160289458360267e-01    9.620616455206883e-04   -4.543658688499848e-05    4.194265024832178e+00    6.027273991440360e-03   -3.352619039118969e-04    1.244675039541702e-06    0.000000000000000e+00   -9.422347635498302e-05    5.592476464329314e-03    6.556821883707369e-06
    7.710504665509732e-02    3.998588414992290e+02    1.989222756060266e+01    6.503311204916686e-03   -1.568205928726757e-03   -1.247165013021785e+00    5.067291645562356e+00    1.246019470601043e+00    2.061812531452806e+00   -9.153211617141738e-01    9.220824817664047e-04   -4.789206587579384e-05    4.187561823808103e+00    5.962199388728199e-03   -3.266185395087629e-04    1.166292738993892e-06    0.000000000000000e+00   -9.477846502956108e-05    5.534480619859099e-03    7.488057069769856e-06
    7.787999269724177e-02    4.038776319685790e+02    1.991823402754951e+01    6.439331938317167e-03   -1.530897088583425e-03   -1.246566970303450e+00    5.058630797578161e+00    1.245420476748142e+00    2.057640145991916e+00   -9.146087633813590e-01    8.830712284934164e-04   -5.021723282460330e-05    4.180845710159110e+00    5.898422772554684e-03   -3.167669970932185e-04    1.250451319466808e-06    0.000000000000000e+00   -9.522937159297914e-05    5.477289857839913e-03    1.038699734804034e-05
    7.865860155911208e-02    4.079154174442968e+02    1.994410698862652e+01    6.376296865048303e-03   -1.492669405548695e-03   -1.245964519174061e+00    5.049934703259386e+00    1.244818181293917e+00    2.053481655780841e+00   -9.138917728101895e-01    8.447866479272403e-04   -5.254985605148479e-05    4.174117270167072e+00    5.835615552523632e-03   -3.074320794916434e-04    1.364858724643755e-06    0.000000000000000e+00   -9.514700225189290e-05    5.420894337976487e-03    1.350699152825353e-05
    7.944087014793944e-02    4.119721818876014e+02    1.996984778760362e+01    6.314223136592860e-03   -1.453402931832752e-03   -1.245359631289684e+00    5.041204463357139e+00    1.244212953513603e+00    2.049337082627273e+00   -9.131700269484972e-01    8.067254090726477e-04   -5.493935113505946e-05    4.167377249749007e+00    5.773337338907646e-03   -2.999619555171726e-04    1.371673201575806e-06    0.000000000000000e+00   -9.452515946426766e-05    5.365328424645648e-03    1.489347248213521e-05
    8.022679535641830e-02    4.160479091843259e+02    1.999545787198438e+01    6.253101711694689e-03   -1.413124603499181e-03   -1.244754675743531e+00    5.032441503859084e+00    1.243605105887452e+00    2.045206299873593e+00   -9.124433400308107e-01    7.687649886498092e-04   -5.737413232384803e-05    4.160626454810064e+00    5.711742187234325e-03   -2.948410674016616e-04    1.369549257760053e-06    0.000000000000000e+00   -9.355435286823004e-05    5.310559366109545e-03    1.415695011264782e-05
    8.101637406271789e-02    4.201425831449770e+02    2.002093856998492e+01    6.192861616768645e-03   -1.371933969109255e-03   -1.244151601711275e+00    5.023647642673617e+00    1.242994822432332e+00    2.041089302456662e+00   -9.117118306915059e-01    7.306937999558985e-04   -5.990123268362400e-05    4.153865883781306e+00    5.651238504449655e-03   -2.918404227591457e-04    1.693844586865929e-06    0.000000000000000e+00   -9.242961579847800e-05    5.256709948517456e-03    1.195236196143822e-05
    8.180960313049557e-02    4.242561875048043e+02    2.004629098580072e+01    6.133455316425762e-03   -1.329999489334122e-03   -1.243550952746419e+00    5.014824424344015e+00    1.242382085306964e+00    2.036987416769379e+00   -9.109759183897044e-01    6.926384398685131e-04   -6.258129716844575e-05    4.147096963210180e+00    5.591963392684320e-03   -2.902792984163465e-04    2.015430303101659e-06    0.000000000000000e+00   -9.132635362873430e-05    5.203832137303971e-03    8.541033638370665e-06
    8.260647940890875e-02    4.283887059238622e+02    2.007151621234131e+01    6.074891602219384e-03   -1.287642426809690e-03   -1.242952370405721e+00    5.005973261108174e+00    1.241766694803546e+00    2.032902750258917e+00   -9.102358435363775e-01    6.553731780356818e-04   -6.548368756407773e-05    4.140321353085318e+00    5.533748982326434e-03   -2.884426767267124e-04    1.708501401331601e-06    0.000000000000000e+00   -9.014988625855147e-05    5.151762448600178e-03    5.102472142322519e-06
    8.340699973262711e-02    4.325401219870733e+02    2.009661538586369e+01    6.017144317054787e-03   -1.245180521969299e-03   -1.242355646470895e+00    4.997095209629726e+00    1.241148433077683e+00    2.028836224392768e+00   -9.094914856859845e-01    6.192215612064215e-04   -6.855248703543306e-05    4.133539933550089e+00    5.476365118136948e-03   -2.860832157793885e-04    1.166029755158280e-06    0.000000000000000e+00   -8.898976290071574e-05    5.100467886945530e-03    1.990282266470939e-06
    8.421116092184611e-02    4.367104192042983e+02    2.012158950749991e+01    5.960170048644067e-03   -1.202887462505099e-03   -1.241760722312094e+00    4.988190940982916e+00    1.240527151821369e+00    2.024787410858254e+00   -9.087426455660508e-01    5.838764660327277e-04   -7.172030357351737e-05    4.126752751831270e+00    5.419645344167995e-03   -2.833660497549815e-04    9.327912853013792e-07    0.000000000000000e+00   -8.798129630546651e-05    5.049971790886045e-03   -7.410014931964748e-07
    8.501895978229868e-02    4.408995810103966e+02    2.014643958263470e+01    5.903991767898165e-03   -1.161047714653446e-03   -1.241166897967510e+00    4.979261074872990e+00    1.239902702898853e+00    2.020755985779309e+00   -9.079892301252851e-01    5.491306016062313e-04   -7.507576257970996e-05    4.119959881775576e+00    5.363751745871496e-03   -2.790380941104045e-04    8.003114597706356e-07    0.000000000000000e+00   -8.681851532590956e-05    5.000262921342481e-03   -1.567473447526037e-06
    8.583039310526841e-02    4.451075907652950e+02    2.017116674974842e+01    5.848605639883674e-03   -1.119879486307432e-03   -1.240572640073908e+00    4.970306864472570e+00    1.239274804144399e+00    2.016742287141969e+00   -9.072312708194005e-01    5.149021145447448e-04   -7.869664913236000e-05    4.113161977879469e+00    5.309084370074146e-03   -2.742376458290750e-04    9.538642217913429e-07    0.000000000000000e+00   -8.545154101318211e-05    4.951428706670367e-03   -1.079659216688365e-06
    8.664545766760212e-02    4.493344317540526e+02    2.019577205952485e+01    5.793970872153016e-03   -1.079395559261382e-03   -1.239975787945045e+00    4.961329807746621e+00    1.238642996684587e+00    2.012747510087227e+00   -9.064689888188787e-01    4.813445535011145e-04   -8.255161556965294e-05    4.106360157259218e+00    5.255607871619061e-03   -2.706469280768447e-04    1.436786308596007e-06    0.000000000000000e+00   -8.431097017565979e-05    4.903387313077902e-03   -1.300553402748192e-06
    8.746415023172294e-02    4.535800871869287e+02    2.022025656020130e+01    5.740110936790019e-03   -1.039349913418059e-03   -1.239374088284588e+00    4.952330598684386e+00    1.238006748691234e+00    2.008772308983178e+00   -9.057024924104750e-01    4.487040956858750e-04   -8.649219386766004e-05    4.099554828179398e+00    5.202951761068709e-03   -2.682708815889580e-04    1.773033901419023e-06    0.000000000000000e+00   -8.355171050295542e-05    4.855949899693242e-03   -3.047696815027499e-06
    8.828646754564262e-02    4.578445401994469e+02    2.024462151832532e+01    5.687069439149640e-03   -9.994939960719562e-04   -1.238766125566918e+00    4.943309638978481e+00    1.237365634429267e+00    2.004815835267389e+00   -9.049317261443893e-01    4.170640130354224e-04   -9.046815881367874e-05    4.092745554337569e+00    5.150920869668344e-03   -2.659566405577339e-04    2.026742452695960e-06    0.000000000000000e+00   -8.284985286157999e-05    4.809138324920232e-03   -4.997206218507189e-06
    8.911240634297513e-02    4.621277738524650e+02    2.026886838816595e+01    5.634868941235457e-03   -9.597444234313068e-04   -1.238151424240332e+00    4.934267480394849e+00    1.236719449106499e+00    2.000877006404234e+00   -9.041565845259907e-01    3.861631374697983e-04   -9.441348516051996e-05    4.085931967952790e+00    5.099466576883432e-03   -2.628903198058608e-04    2.118477840258776e-06    0.000000000000000e+00   -8.197681857075365e-05    4.762896343035207e-03   -6.178426688130921e-06
    8.994196334294891e-02    4.664297711322392e+02    2.029299871756701e+01    5.583501822725435e-03   -9.200545633112322e-04   -1.237530088017930e+00    4.925204656304882e+00    1.236068083390630e+00    1.996955415170347e+00   -9.033769787257711e-01    3.560998778238816e-04   -9.824532255824725e-05    4.079114077432930e+00    5.048619154823950e-03   -2.597095800999702e-04    2.209349538470207e-06    0.000000000000000e+00   -8.104438807150870e-05    4.717233241846767e-03   -7.158705655823869e-06
    9.077513525042058e-02    4.707505149504948e+02    2.031701394548792e+01    5.532902103448339e-03   -8.804215200107188e-04   -1.236903279839210e+00    4.916121741058480e+00    1.235411351909827e+00    1.993050823542152e+00   -9.025928929950306e-01    3.273897496666641e-04   -1.020539876049725e-04    4.072291958255230e+00    4.998600950258831e-03   -2.566347609810860e-04    2.248980110586492e-06    0.000000000000000e+00   -8.004633336334231e-05    4.672171611540396e-03   -8.002775515407977e-06
    9.161191875588748e-02    4.750899881444915e+02    2.034091520700803e+01    5.482985561523830e-03   -8.408171091858105e-04   -1.236272938366384e+00    4.907019333282379e+00    1.234749002053211e+00    1.989162734358965e+00   -9.018043384759656e-01    3.002035464493138e-04   -1.058799211107291e-04    4.065465534847278e+00    4.949423268920572e-03   -2.540513397844448e-04    2.076027942972408e-06    0.000000000000000e+00   -7.866397377805347e-05    4.627769971154623e-03   -8.985987853577133e-06
    9.245231053550140e-02    4.794481734770943e+02    2.036470337905627e+01    5.433702154544954e-03   -8.010646046613703e-04   -1.235640376273199e+00    4.897897857153500e+00    1.234080853713680e+00    1.985290198004123e+00   -9.010114655948404e-01    2.744365526692967e-04   -1.096750945322474e-04    4.058634454435651e+00    4.900873736755677e-03   -2.514192643488723e-04    1.879546257056216e-06    0.000000000000000e+00   -7.677704606096120e-05    4.584072914785874e-03   -9.515942182973872e-06
    9.329630725108107e-02    4.838250536368384e+02    2.038837923682479e+01    5.385034769699176e-03   -7.609317996527370e-04   -1.235005327663853e+00    4.888757455071319e+00    1.233406970740925e+00    1.981431312161825e+00   -9.002144088755241e-01    2.499464339142972e-04   -1.133578000720315e-04    4.051797868987035e+00    4.852967409921152e-03   -2.472509372027675e-04    1.744562142700913e-06    0.000000000000000e+00   -7.480498204525941e-05    4.541097461744945e-03   -8.441408929120257e-06
    9.414390555012608e-02    4.882206112380017e+02    2.041194356291277e+01    5.336986171062494e-03   -7.204245567589577e-04   -1.234366162674525e+00    4.879598539133690e+00    1.232727546227807e+00    1.977584609026003e+00   -8.994131799499419e-01    2.270570641327412e-04   -1.170039685083799e-04    4.044955347193750e+00    4.805715715300319e-03   -2.429331162629438e-04    1.560018878380903e-06    0.000000000000000e+00   -7.309933178388892e-05    4.498677827097309e-03   -7.434540965439718e-06
    9.499510206582962e-02    4.926348288206700e+02    2.043539722333789e+01    5.289570605508325e-03   -6.798776714500377e-04   -1.233720883970487e+00    4.870421739676626e+00    1.232042684820292e+00    1.973749350323541e+00   -8.986076877596494e-01    2.062218550131992e-04   -1.207366577766603e-04    4.038106887410230e+00    4.759017414153200e-03   -2.386349402478877e-04    1.312406890268497e-06    0.000000000000000e+00   -7.174615692312745e-05    4.456777893553580e-03   -6.829169681127518e-06
    9.584989341709238e-02    4.970676888508104e+02    2.045874112320789e+01    5.242768523106702e-03   -6.395913268588304e-04   -1.233068103620360e+00    4.861227576990856e+00    1.231352380596098e+00    1.969925332291096e+00   -8.977978483437711e-01    1.867806563915256e-04   -1.245003622813688e-04    4.031252644939024e+00    4.712806885064850e-03   -2.333335447355277e-04    1.089000399574834e-06    0.000000000000000e+00   -7.068947814390460e-05    4.415419158503627e-03   -5.546295918633717e-06
    9.670827620853573e-02    5.015191737203383e+02    2.048197609871667e+01    5.196568532064977e-03   -5.996008353973479e-04   -1.232407178522080e+00    4.852016477576617e+00    1.230656546158787e+00    1.966112441000873e+00   -8.969837211797945e-01    1.673219101987731e-04   -1.282027795450669e-04    4.024392732368139e+00    4.666912683571414e-03   -2.267237335412632e-04    8.252920609945438e-07    0.000000000000000e+00   -6.974325633972397e-05    4.374573182797202e-03   -3.302197045779165e-06
    9.757024703051509e-02    5.059892657471877e+02    2.050510306881749e+01    5.150991467232522e-03   -5.597579427004651e-04   -1.231738021355638e+00    4.842788734875597e+00    1.229955068780123e+00    1.962309566780267e+00   -8.961653505957946e-01    1.468522498005192e-04   -1.318632508538100e-04    4.017526685217994e+00    4.621320787469771e-03   -2.198640108824760e-04    7.234204990742571e-07    0.000000000000000e+00   -6.906967569173709e-05    4.334254770604143e-03   -1.144249209511332e-06
    9.843580245913375e-02    5.104779471753825e+02    2.052812300754303e+01    5.106019270688609e-03   -5.199707392334640e-04   -1.231060776213502e+00    4.833544553949506e+00    1.229247919223223e+00    1.958515269948721e+00   -8.953427608379937e-01    1.249132132285845e-04   -1.356555129474284e-04    4.010653871560725e+00    4.576464327223098e-03   -2.148565900052314e-04    6.890465219638545e-07    0.000000000000000e+00   -6.890672876400255e-05    4.294503237259984e-03   -1.113182284155287e-06
    9.930493905625615e-02    5.149852001751052e+02    2.055103677753215e+01    5.061613261083551e-03   -4.802656450208199e-04   -1.230375764649306e+00    4.824283400420120e+00    1.228535253864911e+00    1.954727951197425e+00   -8.945158936059073e-01    1.016534406724950e-04   -1.396236605960103e-04    4.003773302741228e+00    4.532533331773372e-03   -2.107707455727888e-04    5.757892543473436e-07    0.000000000000000e+00   -6.903145112774474e-05    4.255332519594544e-03   -2.025595267359827e-06
    1.001776533695218e-01    5.195110068427692e+02    2.057384514341059e+01    5.017757604775773e-03   -4.407483321663954e-04   -1.229683785985456e+00    4.815004922473400e+00    1.227817413195957e+00    1.950946362710735e+00   -8.936848069673962e-01    7.800896180302481e-05   -1.436903129525098e-04    3.996884349190046e+00    4.489386625113689e-03   -2.056906302557630e-04    2.228017877727852e-07    0.000000000000000e+00   -6.905810487231805e-05    4.216616583973455e-03   -1.755892200072488e-06
    1.010539419323591e-01    5.240553492010911e+02    2.059654888809843e+01    4.974456153619538e-03   -4.015160128341595e-04   -1.228986055227485e+00    4.805709197840121e+00    1.227094799670661e+00    1.947170368340764e+00   -8.928496236288908e-01    5.527397022565274e-05   -1.477792714103780e-04    3.989987182925772e+00    4.446875159861471e-03   -1.994668758465437e-04    4.357326559431703e-08    0.000000000000000e+00   -6.876065986015771e-05    4.178435474022468e-03    2.557233978956255e-07
